"name","address","longitude","latitude","bike_stands","available_bike_stands","available_bikes"
"05027 - GOBELINS","22 AVENUE DES GOBELINS - 75005 PARIS",2.35143332977,48.8371260386,40,1,39
"15037 - GROULT","202 RUE LECOURBE - 75015 PARIS",2.29546490652,48.8404161884,47,1,45
"21501 - SELLIER (SURESNES)","RUE DE SAINT CLOUD / BOULEVARD HENRI SELLIER - 92150 SURESNES",2.22599848496,48.8675658061,51,18,33
"14115 - CITÉ UNIVERSITAIRE","AVENUE MAURICE D'OCAGNE - 75014 PARIS",2.31657332932,48.8239231685,33,27,6
"17007 - NAVIER","FACE 57 RUE NAVIER - 75017 PARIS",2.32272736705,48.8959141175,34,24,10
"18005 - TARDIEU","8 RUE TARDIEU - 75018 PARIS",2.34187980231,48.8841632665,17,11,6
"14106 - STADE DIDOT","FACE 58 AVENUE MARC SANGNIER - 75014 PARIS",2.31067065347,48.8253258701,21,21,0
"20120 - NOISY LE SEC","1 RUE EVARISTE GALOIS - 75020 PARIS",2.41323987955,48.8733382252,30,30,0
"15013 - LECOURBE VOLONTAIRE","DEV 1 RUE DES VOLONTAIRES - 75015 PARIS",2.30655861557,48.843542735,54,13,41
"16034 - PORTE D'AUTEUIL","76 RUE D'AUTEUIL - 75016 PARIS",2.26065982614,48.8479502078,33,23,10
"08047 - GEORGE V","28 AVENUE GEORGE V - 75008 PARIS",2.30127460932,48.8681659406,32,10,21
"11111 - CHARONNE FROT","31 RUE LEON FROT - 75011 PARIS",2.38721708537,48.8549638003,18,6,11
"08048 - MARCEAU","45 AVENUE MARCEAU - 75008 PARIS",2.2985140488,48.8688517082,20,16,3
"13009 - BLANQUI CORVISART","46 BOULEVARD AUGUSTE BLANQUI - 75013 PARIS",2.35040358782,48.8299837107,25,11,13
"41603 - PASTEUR (SAINT MANDE)","AVENUE PASTEUR/AVENUE DE PARIS - 94160 SAINT MANDE",2.42377059524,48.8457792192,19,18,1
"18040 - CHAPELLE MARX DORMOY","29 BOULEVARD DE LA CHAPELLE - 75018 PARIS",2.36021557266,48.8845700632,23,18,5
"07014 - SAINT FRANCOIS XAVIER","35 BOULEVARD DES INVALIDES - 75007 PARIS",2.31463384063,48.851678229,42,15,27
"12021 - COURTELINE","1 - 3  et 5 avenue Courteline (angle boulevard Soult) - 75012 PARIS",2.41097245167,48.8443731937,50,43,7
"02020 - OPERA CASANOVA","02 RUE DANIEL CASANOVA - 75002 PARIS",2.3332685931,48.8676230781,20,10,10
"42503 - LENINE (GENTILLY)","FACE 71 AVENUE LENINE - 94250 GENTILLY",2.33205479495,48.8131566777,30,30,0
"15034 - COMMERCE","2 RUE LAKANAL - 75015 PARIS",2.29404143328,48.8444259195,55,32,23
"03003 - TURENNE BRETAGNE","4 RUE DES FILLES DU CALVAIRE - 75003 PARIS",2.36495138689,48.862132235,32,2,30
"21104 - SANZILLON (CLICHY)","64 RUE DE MADAME DE SANZILLON - 92110 CLICHY",2.31917665758,48.9036767023,22,6,16
"19115 - PORTE DE LA VILLETTE","1 AVENUE DE LA PORTE DE LA VILLETTE - 75019 PARIS",2.38612000821,48.8984900531,27,1,26
"33102 - JAURES 1 (PRE SAINT GERVAIS)","RUE GABRIEL PERI ANGLE AVENUE JAURES - 93310 LE PRE SAINT GERVAIS",2.40746868939,48.8865269833,18,16,2
"08033 - SAINT PHILIPPE DU ROULE","1 RUE DU CDT RIVIERE - 75008 PARIS",2.30972258893,48.8727876808,27,6,21
"19025 - BOTZARIS","FACE 80 RUE BOTZARIS - 75019 PARIS",2.38896041078,48.8795614522,17,17,0
"02107 - THOREL","11 RUE THOREL - 75002 PARIS",2.34899551805,48.8700006172,16,5,10
"42706 - SALENGRO (KREMLIN BICETRE)","3 RUE ROGER SALENGRO -  94270 LE KREMLIN BICETRE",2.36134550272,48.8146624956,30,22,8
"16010 - BELLES FEUILLES","4 RUE DES BELLES FEUILLES - 75016 PARIS",2.28285990898,48.8658554964,23,22,1
"15031 - THEATRE","60 RUE DU THEATRE - 75015 PARIS",2.28990664646,48.8481703414,53,27,26
"16005 - POINCARE VICTOR HUGO","89 AVENUE RAYMOND POINCARE - 75016 PARIS",2.28507454142,48.8703061244,25,23,1
"16025 - FONTAINE RAYNOUARD","4 RUE JEAN DE LA FONTAINE - 75016 PARIS",2.27558058419,48.8527869441,69,45,23
"11002 - ROQUETTE THIERE","37 RUE DE LA ROQUETTE - 75011 PARIS",2.37342454193,48.8551062954,23,7,16
"10036 - AQUEDUC","80 RUE DE L'AQUEDUC - 75010 PARIS",2.36711064403,48.8838432657,29,29,0
"17031 - PORTE DE CHAMPERET","PLACE DE LA PORTE DE CHAMPERET - 75017 PARIS",2.29078141128,48.8856174163,27,1,26
"12120 - CONSERVATION","ROUTE DE LA CEINTURE DU LAC DAUMESNIL - 75012 PARIS",2.41827234237,48.827725237,50,14,36
"18017 - PECQUEUR","93 RUE CAULAINCOURT - 75018 PARIS",2.33817871443,48.889677905,38,30,8
"09033 - HAVRE CAUMARTIN","FACE 45 RUE CAUMARTIN - 75009 PARIS",2.32831574262,48.8727950199,51,2,48
"09106 - AUBER","3 RUE BOUDREAU - 75009 PARIS",2.329423494,48.8721902514,15,6,9
"11030 - SAINT MAUR OBERKAMPF","80 RUE OBERKAMPF - 75011 PARIS",2.37601991202,48.8653079842,22,9,13
"15113 - FALGUIERE ARSONVAL","2 RUE D'ARSONVAL - 75015 PARIS",2.3131178673,48.8404004037,25,25,0
"23001 - COUTURIER 1 (LEVALLOIS)","2 RUE PAUL VAILLANT COUTURIER - 92300 LEVALLOIS",2.27761872722,48.8936146525,35,18,17
"17046 - MAC MAHON","18 AVENUE MARC MAHON - 75017 PARIS",2.29451253605,48.8775320841,25,0,23
"19029 - SEINE FLANDRE","51 QUAI DE LA SEINE - 75019 PARIS",2.3747195168,48.8867988118,18,8,10
"42014 - CACHIN (IVRY)","PLACE MARCEL CACHIN - 94200 IVRY SUR SEINE",2.39090936807,48.8141405375,51,7,42
"20013 - PLACE DE LA REUNION","106 RUE ALEXANDRE DUMAS - 75020 PARIS",2.39972858969,48.85535514,44,43,1
"17043 - PLACE GENERAL KOENIG","10 RUE BELIDOR - 75017 PARIS",2.28538067947,48.8802336276,38,2,36
"05003 - GAY LUSSAC LE GOFF","9 RUE LE GOFF - 75005 PARIS",2.34132491601,48.8462392817,35,23,12
"17041 - PORTE DE VILLIERS","51 RUE GUERSANT - 75017 PARIS",2.28766737081,48.8828777518,39,1,38
"15010 - CAMBRONNE","FACE 3 BD GARIBALDI - 75015 PARIS",2.3028631005,48.8475753215,59,3,56
"12126 - AVENUE DE GRAVELLE","FACE 71 AVENUE DE GRAVELLE - 75012 PARIS",2.41845500423,48.8244077676,50,25,25
"14006 - SAINT JACQUES TOMBE ISSOIRE","46 BOULEVARD SAINT JACQUES - 75014 PARIS",2.33693339125,48.8331903188,22,21,1
"13048 - TOLBIAC WURTZ","20 RUE WURTZ - 75013 PARIS",2.34430171587,48.8264943283,28,2,26
"20132 - REUNION","4 RUE DE LA REUNION - 75020 PARIS",2.40392806871,48.852566752,25,25,0
"18038 - ROND POINT DE LA CHAPELLE","70 RUE DE LA CHAPELLE - 75018 PARIS",2.3600976191,48.8952199047,49,30,19
"08039 - COLISEE","6 RUE DU COLISEE - 75008 PARIS",2.30766254015,48.8704819386,24,11,13
"20105 - GAUMONT","AVENUE BENOIT FRACHON - 75020 PARIS",2.41554237211,48.8525533927,30,28,1
"05017 - DESCARTES","17 RUE DESCARTES - 75005 PARIS",2.34901473289,48.8466018658,31,27,4
"02017 - CAIRE","40, rue du Caire - 75002 PARIS",2.34925,48.86789,40,8,31
"35011 - D'ORVES (PANTIN)","12 RUE HONORE D'ESTIENNE D'ORVES - 93500 PANTIN",2.40649821383,48.8904846162,18,12,6
"04007 - BOURDON","BOULEVARD BOURDON - 75004 PARIS",2.36824071942,48.8525571174,36,7,29
"10039 - SAMBRE ET MEUSE","37 RUE SAMBRE ET MEUSE - 75010 PARIS",2.373807238,48.8744056662,24,24,0
"12110 - BARON LE ROY TRUFFAUT","57-61 RUE DES PIROGUES DE BERCY - 75012 PARIS",2.38855666622,48.8337086351,55,3,52
"16024 - KENNEDY RANELAGH","4 RUE RANELAGH DEVANT RER - 75016 PARIS",2.28043971999,48.8529331605,22,7,14
"20041 - BELLEVILLE","116 BD DE BELLEVILLE - 75020 PARIS",2.37799433829,48.8711994314,59,56,3
"12035 - MADAGASCAR","4 RUE DE MADAGASCAR - 75012 PARIS",2.39711155265,48.8347058597,33,26,7
"23007 - WILSON (LEVALLOIS)","22 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS-PERRET",2.29216048217,48.8903802654,25,0,25
"19007 - OURCQ-FLANDRES","139 AVENUE DE FLANDRE - 75019 PARIS",2.37919974802,48.8927099921,30,22,8
"15104 - HÔPITAL GEORGES POMPIDOU (PROP 2)","FACE 66 - 70 RUE LEBLANC - 75015 PARIS",2.27573060931,48.8376790033,65,35,30
"31009 - DE GAULLE (MONTREUIL)","13/15 PLACE DU GENERAL DE GAULLE - 93100 MONTREUIL",2.43297479522,48.8688123639,26,20,6
"22008 - DE GAULLE (NEUILLY)","153 BIS AVENUE CHARLES DE GAULLE - 92200 NEUILLY SUR SEINE",2.26513500874,48.8829516254,27,24,3
"17032 - ESPACE CHAMPERRET","12 RUE JEAN OESTREICHER - 75017 PARIS",2.28861234498,48.8865709934,39,2,37
"21309 - CRESSON 2 (ISSY LES MOULINEAUX)","1 BIS AVENUE VICTOR CRESSON - 92130 ISSY LES MOULINEAUX",2.27225445406,48.8237184777,41,25,16
"14025 - JACQUIER","10 RUE JACQUIER - 75014 PARIS",2.31835302141,48.8295704047,36,35,1
"09031 - PROVENCE","69 RUE DE PROVENCE - 75009 PARIS",2.33297651156,48.8742844754,25,3,22
"19036 - HOPITAL ROBERT DEBRE","AV DE LA PTE DU PRES SAINT GERVAIS / ANGLE BD D'ALGERIE - 75019 PARIS",2.40095050201,48.8799304155,33,31,1
"10011 - BOURSE DU TRAVAIL","3 RUE DU CHATEAU D'EAU - 75010 PARIS",2.36226176181,48.8690917487,17,0,17
"13109 - BRILLAT SAVARIN","16 RUE BRILLAT SAVARIN - 75013 PARIS",2.35042203291,48.8222030963,21,0,19
"07005 - BAC","FACE 2 BOULEVARD RASPAIL - 75007 PARIS",2.32568193589,48.855461736,52,43,7
"15126 - RENAN","Avenue ERNEST RENAN / PARC DES EXPOSITIONS - 75015 PARIS",2.28538759483,48.8311001873,50,39,10
"35007 - DELESSERT (PANTIN)","1 RUE  BENJAMIN DELESSERT - 93500 PANTIN",2.41802965969,48.8939437132,21,13,8
"09023 - ITALIENS LAFFITE","1 RUE LAFFITE - 75009 PARIS",2.33720154785,48.8718157374,33,19,14
"06104 - HERSCHEL","7 RUE HERSCHEL - 75006 PARIS",2.33780343097,48.8433642428,37,37,0
"21105 - MORICE (CLICHY)","35-37 RUE MORICE - 92110 CLICHY",2.3133206365,48.9026151938,24,4,20
"04006 - BASSIN DE L'ARSENAL","FACE 1 BOULEVARD BOURBON - 75004 PARIS",2.36593915313,48.8477251257,53,6,47
"08110 - STOCKOLM ROME","6 RUE DE STOCKOLM - 75008 PARIS",2.32232932087,48.8771119188,32,5,25
"21008 - HUGO (BOULOGNE-BILLANCOURT)","74 AVENUE VICTOR HUGO - 92100 BOULOGNE-BILLANCOURT",2.24606415154,48.8379233148,33,21,12
"33001 - EMGP (AUBERVILLIERS)","EMGP AVENUE DE PORTE DE PARIS / PARKING 264 - 93300 AUBERVILLIERS",2.36802561261,48.9031834065,60,20,39
"16011 - VICTOR HUGO RUE DE LA POMPE","118 AVENUE VICTOR HUGO - 75016 PARIS",2.28147752242,48.8681088869,39,37,2
"06032 - RENNES SABOT","7 RUE DU SABOT - 75006 PARIS",2.33164772291,48.8525574217,26,5,21
"15014 - VOLONTAIRES","25 RUE DES VOLONTAIRES - 75015 PARIS",2.30808901725,48.8413205018,34,26,5
"15052 - CONVENTION","183 RUE DE LA CONVENTION - 75015 PARIS",2.29558692602,48.8376768223,48,21,27
"20022 - PORTE DE BAGNOLET","1 RUE GEO CHAVEZ - 75020 PARIS",2.40799,48.86508,33,30,3
"12114 - PORTE DE SAINT MANDE","33 AVENUE COURTELINE - 75012 PARIS",2.41508139483,48.843949064,28,28,0
"02006 - PLACE DES VICTOIRES","2 RUE D'ABOUKIR - 75002 PARIS",2.34192041196,48.8660026326,24,11,13
"16012 - BOULEVARD FLANDRIN","68 BOULEVARD FLANDRIN - 75016 PARIS",2.27435453918,48.8687784918,42,20,22
"15056 - BALARD","13 PLACE BALARD - 75015 PARIS",2.27871769702,48.8365372895,22,12,10
"07013 - PLACE DE BRETEUIL","17 RUE DUROC - 75007 PARIS",2.31268832866,48.8475022584,55,24,31
"10019 - PARADIS","23 RUE PARADIS - 75010 PARIS",2.35218489483,48.8750340562,31,0,31
"42701 - GIDE (LE KREMLIN BICETRE)","FACE 50 AVENUE CHARLES GIDE - 94270 LE KREMELIN BICETRE",2.35385267287,48.8072111233,30,30,0
"22404 - BROSSOLETTE 2 (MALAKOFF)","102 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF",2.30748584127,48.8175597536,25,18,7
"31003 - PARIS (MONTREUIL)","237-241 RUE DE PARIS - 93100 MONTREUIL",2.41877242976,48.8549113324,30,30,0
"32601 - PARIS (LES LILAS)","46 RUE DE PARIS - 93260 LES LILAS",2.41189997789,48.8785903488,43,21,0
"18003 - JOSEPH DE MAISTRE LEPIC","2 RUE JOSEPH DE MAISTRE - 75018 PARIS",2.33289782791,48.8864568158,43,42,1
"08027 - MAIRIE DU 8 ÈME","28 RUE DE MADRID - 75008 PARIS",2.31840486278,48.8779840275,14,10,4
"15112 - FALGUIÈRE LEBRUN","19 RUE VIGEE LEBRUN - 75015 PARIS",2.3109360795,48.8387588135,22,21,0
"12111 - DECAEN CANNEBIERE","73 RUE CLAUDE DECAEN - 75012 PARIS",2.3972537822,48.8376141704,27,27,0
"19005 - RIQUET","56 AVENUE DE FLANDRE - 75019 PARIS",2.37375959552,48.8880132814,20,13,7
"21201 - JAURES (MONTROUGE)","6 PLACE JEAN JAURES / RUE MAURICE ARNOUX ET RUE CAMILLE PELLETIN - 92120 MONTROUGE",2.31127954341,48.816290677,22,21,1
"02108 - VIVIENNE","42 RUE VIVIENNE - 75002 PARIS",2.34139499926,48.8712422742,38,24,14
"04016 - LOBAU","3 RUE LOBAU - 75004 PARIS",2.35328134461,48.8562467217,60,7,52
"22009 - DE GAULLE 2 (NEUILLY)","FACE AU 99 AVENUE CHARLES DE GAULLE - 92200 NEUILLY SUR SEINE",2.27186,48.88119,26,24,2
"13015 - WEISS","2 RUE LOUIS WEISS - 75013 PARIS",2.37123198668,48.832570718,41,0,41
"22407 - BARBUSSE (MALAKOFF)","ROND POINT HENRI BARBUSSE - 92240 MALAKOFF",2.28740045741,48.8146796589,25,24,1
"22406 - MOQUET (MALAKOFF)","81 RUE GUY MOQUET - 92240 MALAKOFF",2.29800015658,48.8152498542,23,20,3
"02008 - MAIRIE DU 2EME","11 RUE DE LA BANQUE - 75002 PARIS",2.34056368636,48.8672932628,29,15,14
"06030 - ASSAS-VAUGIRARD","22 RUE D'ASSAS - 75006 PARIS",2.32899674681,48.848468864,35,17,18
"04013 - FRANCS BOURGEOIS","50 RUE VIEILLE DU TEMPLE - 75004 PARIS",2.35863357912,48.858510713,27,0,26
"06016 - DANTON","11 RUE DANTON - 75006 PARIS",2.34144252247,48.8523930093,21,0,21
"01027 - BERGER","49 RUE BERGER - 75001 PARIS",2.34196093796,48.862238717,21,1,20
"17104 - GENERAL KOENIG","2 BOULEVARD AURELLE DE PALADINES - 75017 PARIS",2.28368266167,48.8817256597,22,0,22
"19024 - BUTTES CHAUMONT","28 / 30 RUE BOTZARIS - 75019 PARIS",2.38146466288,48.8779512536,19,19,0
"12043 - DAUMESNIL HEBRARD","108, avenue Daumesnil - 75012 PARIS",2.38474,48.8429,40,6,29
"21108 - VILLENEUVE 2 (CLICHY)","6-8 RUE VILLENEUVE - 92110 CLICHY",2.30622856573,48.9036210122,50,1,49
"05106 - CUJAS","22 RUE CUJAS - 75005 PARIS",2.34183165485,48.8481913486,19,12,7
"08020 - METRO ROME","74 BOULEVARD DES BATIGNOLLES - 75008 PARIS",2.31986005477,48.8821489456,44,25,19
"35014 - DE GAULLE (PANTIN)","139 AVENUE JEAN LOLIVE / MAIL CHARLES DE GAULLE - 93500 PANTIN",2.41271573339,48.8932686647,25,19,6
"28002 - SOLJENITSYNE (PUTEAUX)","BOULEVARD ALEXANDRE SOLJENITSYNE - 92800 PUTEAUX",2.24772065,48.884478,60,2,58
"20027 - PORTE DE MENILMONTANT","1 rue Vidal de la Blache / Angle 78 boulevard Mortier - 75020 PARIS",2.40932246879,48.8691543609,15,15,0
"18019 - MONTCALM","2 RUE MONTCALM - 75018 PARIS",2.33544742769,48.8918779571,49,47,2
"12024 - GARE DE BERCY","GARE DE BERCY - ANGLE RUE CORBINEAU - 75012 PARIS",2.38241,48.83976,35,27,7
"21015 - NATIONALE (BOULOGNE-BILLANCOURT)","39 RUE NATIONALE - 92100 BOULOGNE-BILLANCOURT",2.24183519132,48.8276004241,23,11,12
"42015 - JEAN FERRAT (IVRY)","PLACE JEAN FERRAT - 94200 IVRY",2.37427,48.8185,25,19,6
"13026 - PLACE HENOCQUE VERSION 2","21 RUE DU DR LERAY ET LANDOUZY - 75013 PARIS",2.35433694417,48.8233161722,34,8,26
"19028 - PLACE DES FETES","17 RUE DES FETES - 75019 PARIS",2.39228462979,48.8764683397,20,20,0
"10029 - PLACE DE ROUBAIX","39 RUE DE DUNKERQUE - 75010 PARIS",2.3514643332,48.8807266858,23,23,0
"09004 - ROCHECHOUART GERANDO","19 RUE GUERANDO - 75009 PARIS",2.34631937163,48.8829110895,21,15,6
"22011 - MONTROSIER (NEUILLY)","7 RUE MONTROSIER - 92200 NEUILLY",2.27853571712,48.8794413696,25,5,20
"18027 - DAMREMONT ORDENER","102 RUE DAMREMONT - 75018 PARIS",2.33626652391,48.893400393,28,20,8
"11017 - ALEXANDRE DUMAS","FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS",2.39609349532,48.8541760404,46,43,3
"20133 - RASSELINS","2 RUE DES RASSELINS - 75020 PARIS",2.40961536278,48.8535286859,27,23,4
"00905 - CONCORDE/BERGES DE SEINE (STATION MOBILE)","QUAI D'ORSAY - CONCORDE - 75007 PARIS",2.31669,48.86314,20,15,4
"12006 - GARE DE LYON VAN GOGH","15 RUE VAN GOGH - 75012 PARIS",2.37169167798,48.8441924079,60,10,50
"14016 - REILLE MONTSOURIS","61 AVENUE RENE COTY - 75014 PARIS",2.3359996773,48.8247671026,53,53,0
"17047 - COURCELLES - DEMOURES","172 RUE DE COURCELLES - 75017 PARIS",2.29858466343,48.8837697333,26,0,26
"04014 - ARCHIVES BLANCS MANTEAUX","29 RUE DES BLANCS MANTEAUX - 75004 PARIS",2.35592748654,48.8594027196,30,8,22
"18030 - SIMPLON","1 RUE JOSEPH DIJON - 75018 PARIS",2.3475179666,48.8937342775,38,32,5
"21106 - MORICE 2 (CLICHY)","2-4 RUE MORICE - 92110 CLICHY",2.30856953503,48.9006603494,25,0,25
"43001 - PARIS 1 (VINCENNES)","168 AVENUE DE PARIS - 94300 VINCENNES",2.42024734047,48.8463380539,22,12,10
"01007 - ETIENNE MARCEL","2 RUE DE TURBIGO - 75001 PARIS",2.34770202114,48.8635670471,20,0,20
"03013 - RUE DE SEVIGNE","36 RUE DE SEVIGNE - 75003 PARIS",2.36289742023,48.8569541481,14,12,2
"09029 - TRINITE","62 RUE SAINT LAZARE - 75009 PARIS",2.33276238001,48.8768593273,39,13,26
"08002 - GARE SAINT LAZARE - COUR DU HAVRE","Cour du Havre - Face au 2, rue d'Amsterdam - 75008 PARIS",2.32668,48.87572,46,0,38
"14027 - ALESIA GERGOVIE","FACE 83 RUE DE GERGOVIE - 75014 PARIS",2.31888210121,48.8308871746,36,35,1
"18111 - FELIZ ZIEM","2 RUE FELIX ZIEM - 75018 PARIS",2.3333936588,48.8894963049,24,15,8
"19118 - BOLIVAR BURNOUF","82 AVENUE SIMON BOLIVAR - 75019 PARIS",2.37427650924,48.8771241777,22,19,3
"14036 - BOULARD DAGUERRE","14 RUE BOULARD - 75014 PARIS",2.32930394655,48.834390797,43,42,1
"17033 - CARNOT","8 AVENUE CARNOT - 75017 PARIS",2.29373210017,48.8755384211,32,22,10
"14001 - EDGAR QUINET","13 BOULEVARD EDGAR QUINET - 75014 PARIS",2.32444878952,48.8411562165,27,3,21
"03009 - TEMPLE 113","76 RUE DU TEMPLE - 75003 PARIS",2.35660934144,48.8615811577,18,1,16
"19106 - GARE EMGP","35, rue de la Gare - 75019 PARIS",2.37267,48.90162,30,11,17
"08029 - PLACE DU CANADA","1 AVENUE FRANKLIN ROOSEVELT - 75008 PARIS",2.31019378796,48.8653462694,36,6,30
"23010 - VOLTAIRE (LEVALLOIS)","47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET",2.28420499011,48.891962329,25,7,18
"09017 - TRUDAINE MARTYRS","01 RUE LALLIER - 75009 PARIS",2.34077441212,48.881032149,29,19,10
"19027 - SERRURIER","FACE 109 BOULEVARD SERURIER - 75019 PARIS",2.39789629061,48.8806060536,18,18,0
"04018 - RIVOLI SEBASTOPOL","1 RUE SAINT BON - 75004 PARIS",2.35021728098,48.8579996433,19,0,19
"15011 - THEBAUD RUE DE CAMBRONNE","32 RUE CAMBRONNE - 75015 PARIS",2.30175308699,48.8458314196,62,36,26
"08052 - WASHINGTON","2 RUE BALZAC - 75008 PARIS",2.29997293264,48.872882991,30,27,2
"01003 - RIVOLI SAINT DENIS","7 RUE SAINT DENIS - 75001 PARIS",2.34762008768,48.8591502873,50,13,37
"01010 - PONT NEUF","10 RUE BOUCHER - 75001 PARIS",2.34436612845,48.8594623892,25,14,11
"13120 - VITRY DESAULT","RUE PIERRE ET JOSEPH DESAULT - 75013 PARIS",2.37871860661,48.8211387514,19,8,10
"15120 - AVIA","26 RUE DU COLONEL PIERRE AVIA - 75015 PARIS",2.27534258685,48.8296843301,29,0,29
"16103 - TRAKTIR","3 RUE TRAKTIR - 75016 PARIS",2.29150817943,48.872799156,21,3,18
"04105 - MORLAND","17 BOULEVARD DU MORLAND - 75004 PARIS",2.36323986872,48.8499600353,36,23,13
"16018 - FLANDRIN","2 BOULEVARD FLANDRIN - 75016 PARIS",2.27244864765,48.8644114095,17,16,0
"18107 - CHARTRES","22-24 RUE DE CHARTRES - 75018 PARIS",2.35358041023,48.884706864,33,11,22
"20107 - STADE MARYSE HILSZ","26 RUE MARYSE HILSZ - 75020 PARIS",2.41273364163,48.8512852762,23,9,14
"09026 - BRUYERE PIGALLE","28 RUE J.B.PIGALLE - 75009 PARIS",2.33370917334,48.8793982645,17,14,3
"17021 - WAGRAM (17EME ARR.)","RUE JOUFFROY D'ABBANS - 75017 PARIS",2.30549744426,48.8842894403,40,3,37
"19014 - LORRAINE","28 RUE DE LORRAINE - 75019 PARIS",2.38246120056,48.8863350826,18,15,2
"00906 - GARE DE L'EST","GARDE DE L'EST-PARVIS GARE DE L'EST - 75010 PARIS",2.35863006454,48.8764198136,20,1,19
"10031 - AQUEDUC","48 RUE LOUIS BLANC - 75010 PARIS",2.36362521455,48.88199721,39,35,4
"16107 - GODARD","2 RUE BENJAMIN GODARD - 75016 PARIS",2.27572563573,48.865983241,33,15,15
"05107 - PONTOISE","1 RUE DE PONTOISE - 75005 PARIS",2.35245427549,48.8504580092,23,3,19
"12002 - LACUEE","17 RUE LACUEE - 75012 PARIS",2.37050342387,48.8492158626,16,1,15
"21005 - MORIZET (BOULOGNE-BILLANCOURT)","20 AVENUE ANDRE MORIZET - 92100 BOULOGNE-BILLANCOURT",2.2416882471,48.8349539797,25,14,11
"10113 - PARMENTIER LOUVEL-TESSIER","151 AVENUE PARMENTIER - 75010 PARIS",2.36989638367,48.8713798743,43,41,2
"12123 - CHATEAU DE VINCENNES","COURS DES MARECHAUX - 94300 VINCENNES",2.43920953771,48.8442319326,51,4,34
"19039 - PAILLERON","6 RUE EDOUARD PAILLERON - 75019 PARIS",2.37483435116,48.8797752489,24,22,2
"18012 - DOUDEAUVILLE STEPHENSON","51 RUE STEPHENSON - 75018 PARIS",2.35596672142,48.8888648961,36,27,9
"11101 - SQUARE NORDLING","15 RUE CHARLES DELESCLUZE - 75011 PARIS",2.38058363232,48.8525290004,49,28,20
"17019 - MALESHERBES","20 RUE DE PHALSBOURG - 75017 PARIS",2.30902648734,48.8826088164,20,17,3
"19016 - OURCQ","78 RUE D'HAUTPOUL - 75019 PARIS",2.38654145444,48.8863936794,30,6,22
"11021 - PHILIPPE AUGUSTE (20EME ARR.)","212 BOULEVARD CHARONNE - 75011 PARIS",2.39039812239,48.8584450543,23,8,15
"20021 - PRAIRIE L INDRE","2 RUE DE L'INDRE - 75020 PARIS",2.403351311,48.8627264627,36,34,2
"20106 - MAIRIE DU 20ÈME","44-46 AVENUE GAMBETTA - 75020 PARIS",2.39894644808,48.865352242,27,26,1
"09025 - TAITBOUT CHÂTEAUDUN","77 RUE TAITBOUT - 75009 PARIS",2.33535667793,48.8763839694,38,22,16
"13024 - BOBILLOT TOLBIAC","81 RUE BOBILLOT - 75013 PARIS",2.35020508497,48.8255258619,33,27,6
"11039 - JULES FERRY REPUBLIQUE","FACE 121 BOULEVARD RICHARD LENOIR - 75011 PARIS",2.36933707497,48.8658042767,36,6,30
"14032 - MOUTON DUVERNET - MAIRIE DU 14EME","26 RUE MOUTON DUVERNET - 75014 PARIS",2.32540116669,48.8325012787,31,31,0
"19021 - MAIRIE DU 19 EME","4 RUE ARMAND CARREL - 75019 PARIS",2.38122061029,48.8825914667,25,25,0
"16111 - HELIE","4 - 6 rue Faustin Helie - 75016 PARIS",2.27652208903,48.8594030819,32,31,1
"44102 - VERDUN (SAINT MAURICE)","14 avenue de Verdun - 94410 SAINT MAURICE",2.42150447606,48.8221758049,25,10,15
"05033 - SAINT SEVERIN","42 RUE SAINT SEVERIN - 75005 PARIS",2.34413776325,48.8527056477,30,12,18
"12108 - BERCY","FACE AU N°16 BOULEVARD DE BERCY - 75012 PARIS",2.37862,48.84002,66,29,36
"16116 - GEORGES SAND","23 rue Georges Sand - 75016 PARIS",2.26825738753,48.8498691876,29,5,24
"00904 - PLACE JOFFRE / ECOLE MILITAIRE","ECOLE MILITAIRE-AVENUE DE LA MOTTE PICQUET - 75007 PARIS",2.30196122721,48.8521362052,30,6,24
"10038 - COLONEL FABIEN","69 RUE DE LA GRANGE AUX BELLES - 75010 PARIS",2.36979124508,48.8775200285,28,20,6
"21205 - JAURES 2 (MONTROUGE)","AVENUE JEAN JAURES / RUE ROGER SALENGERO - 92120 MONTROUGE",2.30694360566,48.8138629636,26,26,0
"18105 - BELIARD POISSONNIERS","157 BIS-159 RUE DES POISSONNIERS - 75018 PARIS",2.35252665936,48.8974067879,32,21,8
"12037 - DAUMESNIL","53 BOULEVARD DE REUILLY - 75012 PARIS",2.39721237629,48.8394854027,40,24,15
"17003 - JACQUES KELLNER","4-6 RUE JACQUES KELLNER - 75017 PARIS",2.32789740916,48.8958094858,45,39,6
"15043 - BRANCION","122 RUE BRANCION - 75015 PARIS",2.30141743604,48.8290542165,11,11,0
"15005 - PLACE TREFOUEL","FACE 24 BOULEVARD PASTEUR - 75015 PARIS",2.31272739021,48.8426508046,42,40,2
"13052 - TOLBIAC LERREDE","2 RUE LEREDDE - 75013 PARIS",2.37433200086,48.8289747443,43,19,23
"22003 - BEFFROY (NEUILLY)","3 RUE BEFFROY - 92200 NEUILLY",2.26126351803,48.8867049831,25,22,3
