"name","address","longitude","latitude","bike_stands","available_bike_stands","available_bikes"
"11102 - RUE DES BOULETS ( COMPLEMENTAIRE )","3 RUE ALEXANDRE DUMAS - 75011 PARIS",2.38914764081,48.8528886704,58,39,19
"42003 - INSURRECTION AOUT 1944 (IVRY)","2 PLACE DE L'INSURRECTION AOUT 1944 - 94200 IVRY SUR SEINE",2.39826154064,48.8146600822,30,0,30
"13114 - NATIONALE DUCHAMP (PROP 1)","46 RUE NATIONALE - 75013 PARIS",2.36773548985,48.8248108408,22,13,9
"04101 - BASTILLE","11 RUE DE LA BASTILLE - 75004 PARIS",2.36840080696,48.853797345,20,1,18
"08032 - MATIGNON","27 AVENUE MATIGNON - 75008 PARIS",2.31388541995,48.8714764213,67,19,48
"18009 - LEPINE","12 RUE JEAN FRANCOIS LEPINE - 75018 PARIS",2.35685562753,48.886114668,22,19,3
"06012 - SAINT GERMAIN COPEAU","141 BD SAINT GERMAIN - 75006 PARIS",2.33446546188,48.8533052776,18,4,13
"19015 - THIONVILLE","24 RUE DE THIONVILLE - 75019 PARIS",2.38337541728,48.8891549176,21,16,5
"15004 - VAUGIRARD PASTEUR","DEV 71 BOULEVARD DE VAUGIRARD - 75015 PARIS",2.3153630382,48.8405958674,21,18,3
"13027 - MAZAGRAND COUBERTIN","AVENUE DE LA PORTE DE GENTILLY - 75013 PARIS",2.34418192299,48.8162582572,15,10,5
"31707 - VAILLANT (BAGNOLET)","FACE 70 RUE EDOUARD VAILLANT - 93170 BAGNOLET",2.414860628,48.8583956785,49,49,0
"14019 - SARETTE GENERAL LECLERC","58 RUE SARRETTE - 75014 PARIS",2.3264128694,48.8250308529,22,15,7
"12029 - DUGOMMIER","FACE 4 BOULEVARD DE REUILLY - 75012 PARIS",2.38972450812,48.8388490234,55,15,40
"21102 - NATIONS UNIES (CLICHY)","PLACE DES NATIONS UNIES - 92110 CLICHY",2.30990049821,48.8971098501,25,4,21
"11041 - SAINT AMBROISE","2 RUE LACHARRIERE - 75011 PARIS",2.37563652587,48.8608207061,37,8,29
"17042 - PORTE MAILLOT","FACE 279 BOULEVARD PEREIRE - 75017 PARIS",2.28444435655,48.8777500334,31,11,20
"22013 - SAINTE FOY (NEUILLY)","2 rue de Chézy - 92200 NEUILLY",2.26780000825,48.8851400531,31,23,8
"16040 - EXELMANS","73 BIS BOULEVARD EXELMANS - 75016 PARIS",2.25982139174,48.8431044947,33,14,18
"11110 - SQUARE ROQUETTE","176 RUE DE LA ROQUETTE - 75011 PARIS",2.38659328921,48.8592429763,52,52,0
"08037 - MALSHERBES MONCEAU","75 RUE DE MONCEAU - 75008 PARIS",2.31455352419,48.8796064572,37,22,14
"18016 - FRANCOEUR CAULAINCOURT","1 RUE FRANCOEUR - 75018 PARIS",2.34245001268,48.8900229034,32,31,1
"21020 - REPUBLIQUE 2 (BOULOGNE-BILLANCOURT)","28 Bd de la République 92100 BOULOGNE BILLANCOURT",2.25371998801,48.8319998154,28,9,17
"16036 - PORTE MOLITOR","PLACE DE LA PORTE MOLITOR - 75016 PARIS",2.2569395374,48.8452443139,60,22,38
"19117 - EURYALE DEHAYNIN","22 RUE EURYALE DEHAYNIN - 75019 PARIS",2.37738886313,48.8863000511,30,12,16
"06022 - MARCHE SAINT GERMAIN - MABILLON","17 RUE LOBINEAU - 75006 PARIS",2.33550466501,48.8516596929,21,1,20
"23003 - WILSON (LEVALLOIS)","132 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS",2.28508993358,48.8983400023,25,0,25
"16122 - MUETTE NEUILLY","ROUTE DE LA MUETTE A NEUILLY - 75016 PARIS",2.25857658988,48.8800796431,50,34,12
"15123 - RUE DU COMMERCE","20 RUE DU COMMERCE - 75015 PARIS",2.29668168569,48.8479921935,42,17,24
"31006 - REPUBLIQUE 2 (MONTREUIL)","2/4 PLACE DE LA REPUBLIQUE - 93100 MONTREUIL",2.42444580801,48.8537596163,27,25,2
"31709 - MARCEL (BAGNOLET)","FACE AU 184 RUE ETIENNE MARCEL - 93170 BAGNOLET",2.42254995671,48.8570503947,23,23,0
"07007 - MUSÉE D'ORSAY","62 RUE DE LILLE - 75007 PARIS",2.32580902463,48.8597101044,65,54,10
"15028 - DUPLEIX","54 BOULEVARD DE GRENELLE - 75015 PARIS",2.29188931323,48.8513967211,69,46,23
"13037 - IVRY BAUDICOURT","76 AVENUE D'IVRY - 75013 PARIS",2.36310607358,48.8246959954,20,18,2
"20015 - BAGNOLET-ORTEAUX","44 BIS RUE DE BAGNOLET - 75020 PARIS",2.398472,48.8571433921,38,30,8
"12015 - NATION PICPUS","FACE 67 BOULEVARD DE PICPUS - 75012 PARIS",2.39986827743,48.8469643595,36,33,3
"42201 - NECKER (CHARENTON)","RUE NECKER/ RUE DU PORT AUX LIONS - 94220 CHARENTON",2.39999842013,48.8239632523,26,4,22
"20017 - RUE SAINT BLAISE","69 RUE SAINT BLAISE - 75020 PARIS",2.40884245741,48.85697494,27,23,4
"18028 - VAUVENARGUES","195 RUE CHAMPIONNET - 75018 PARIS",2.33219933598,48.8940572513,33,31,2
"10040 - BELLEVILLE","8 BOULEVARD DE LA VILETTE - 75010 PARIS",2.37634839465,48.8727781565,48,47,1
"12151 - GARE DE LYON","GARE DE LYON - 75012 PARIS",2.37264984463,48.8455150898,60,12,48
"13116 - PLACE DU DOCTEUR YERSIN","FACE 5 AVENUE DE LA PORTE D'IVRY - 75013 PARIS",2.37220930965,48.8202267926,18,17,1
"08025 - MIROMESNIL","39 RUE DE MIROMESNIL - 75008 PARIS",2.31587630835,48.8737604721,33,11,18
"14033 - DAGUERRE GASSENDI","31 RUE FRODEVAUX - 75014 PARIS",2.32829082205,48.8356804442,38,35,3
"21018 - SEINE (BOULOGNE-BILLANCOURT)","FACE AU 13 RUE DE LA SEINE - 92100 BOULOGNE-BILLANCOURT",2.25065773964,48.8282434942,26,6,20
"15053 - LECOURBE","250 RUE LECOURBE - 75015 PARIS",2.29154050795,48.8392220978,45,33,12
"03007 - ARCHIVES PASTOURELLE","67 RUE DES ARCHIVES - 75003 PARIS",2.35944703195,48.8624012119,28,10,18
"13103 - SAINT MARCEL","89 BOULEVARD DE L'HOPITAL - 75013 PARIS",2.36046033648,48.8377276875,50,6,44
"21204 - D'ORVES (MONTROUGE)","FACE 44 RUE D'ESTIENNES D'ORVES / PISCINE - 92120 MONTROUGE",2.32088679076,48.8153882204,31,28,3
"17002 - LA FOURCHE RUE DE LA CONDAMINE","4 RUE DE LA CONDAMINE - 75017 PARIS",2.32440044544,48.8879013455,37,34,2
"20008 - MARAICHERS","73 RUE DES PYRENEES - 75020 PARIS",2.40587104453,48.8532468982,31,28,2
"04002 - MARCHE AUX FLEURS","PLACE LOUIS LEPINE - 75004 PARIS",2.34735644764,48.8552533608,24,7,16
"14011 - ALESIA SARRETTE","6 RUE SARRETTE - 75014 PARIS",2.33172937899,48.827525292,23,11,12
"08105 - FRANCOIS 1ER LINCOLN","56 RUE FRANCOIS 1ER - 75008 PARIS",2.30242621884,48.8695179793,31,15,16
"18022 - BARBES MARCADET","57 RUE MARCADET - 75018 PARIS",2.34905739297,48.890451121,47,47,0
"17116 - REIMS","6 BOULEVARD DE REIMS - 75017 PARIS",2.30014465995,48.8918344482,33,4,29
"13022 - BUTTE AUX CAILLES","27 ET 36 RUE DE LA BUTTE AUX CAILLES - 75013 PARIS",2.34906350669,48.8275643799,36,30,2
"20018 - HARPIGNIES","2 RUE HARPIGNIES- 75020 PARIS",2.40994255388,48.8586216694,36,34,2
"14108 - JOURDAN LE BRIX ET MESNIN","RUE LE BRIX ET MESNIN - 75014 PARIS",2.3278616533,48.8223409659,21,17,4
"05022 - CARDINAL LEMOINE","40 RUE BOU LANGERS - 75005 PARIS",2.35222292161,48.8462950317,17,2,14
"12038 - BEL AIR","FACE 12 BOULEVARD PICPUS - 75012 PARIS",2.40052566855,48.8399887889,39,31,8
"19109 - PLACE DU MAROC","27 RUE DE TANGER - 75019 PARIS",2.3688563905,48.8862334174,19,13,6
"09108 - ROCHECHOUART MAUBEUGE","25 RUE DE ROCHECHOUART - 75009 PARIS",2.34478560299,48.877890015,33,12,21
"15025 - AMETTE","26 RUE DUPLEIX - 75015 PARIS",2.29671030093,48.8514541821,48,33,15
"20047 - COURS DE VINCENNES BD DAVOUT","107 COURS DE VINCENNES - 75020 PARIS",2.4103900082,48.8473310531,48,47,1
"15026 - BIR HAKEIM","FACE 6 BOULEVARD DE GRENELLE - 75015 PARIS",2.28970534822,48.8538440543,32,4,28
"18101 - CHAMPIONNET","32 RUE CHAMPIONNET - 75018 PARIS",2.34986545092,48.8954703704,22,17,5
"42702 - LECLERC (KREMLIN BICETRE)","73 RUE DU GENERAL LECLERC - 94270 LE KREMELIN BICETRE",2.35817289646,48.8104774996,20,19,0
"14110 - ABBE CARTON","89 RUE DE L'ABBE CARTON - 75014 PARIS",2.32071409809,48.8277462661,24,18,6
"07021 - BOSQUET SAINT DOMINIQUE","37 AVENUE BOSQUET - 75007 PARIS",2.30371658023,48.8586517095,50,21,28
"15041 - LABROUSTE","13 RUE FRANQUET - 75015 PARIS",2.30689847821,48.8328539083,36,29,7
"13055 - LAGROUA","18 RUE MARIE ANDREE LAGROUA - 75013 PARIS",2.38022060627,48.8285952839,61,25,36
"01016 - OPERA PYRAMIDES","27 RUE THERESE - 75001 PARIS",2.33443342122,48.8664835145,25,8,17
"20131 - REPOS","41 RUE DU REPOS - 75020 PARIS",2.38961313668,48.8593585236,33,18,15
"17001 - GUY MOCQUET","RUE GUY MOCQUET - 75017 PARIS",2.32680348983,48.892822963,45,27,18
"20113 - PARC DE BELLEVILLE","30 RUE PIAT - 75020 PARIS",2.38498139028,48.8719562664,21,21,0
"20044 - DAVOUT VOLGA","63 BOULEVARD DAVOUT / ANGLE 84 RUE VOLGA 75020 PARIS",2.41052290978,48.85291968,27,27,0
"10105 - BONNE NOUVELLE PROP2","2 RUE DE MAZAGRAN - 75010 PARIS",2.35128163669,48.8702780786,24,0,24
"12027 - MONTGALLET CHARENTON","2 RUE MONTGALLET - 75012 PARIS",2.38616492781,48.8426477787,16,4,12
"31004 - PARIS 2 (MONTREUIL)","175/179 RUE DE PARIS - 93100 MONTREUIL",2.42205573361,48.8555013129,46,45,1
"16028 - MILLET - JEAN DE LA FONTAINE","12 RUE FRANCOIS MILLET - 75016 PARIS",2.27246948292,48.8510048747,66,14,52
"01001 - ILE DE LA CITE PONT NEUF","41 QUAI DE L'HORLOGE - 75001 PARIS",2.34174799516,48.8570916352,16,4,12
"21207 - VERDIER (MONTROUGE)","AVENUE VERDIER ANGLE AVENUE DE LA REPUBLIQUE - 92120 MONTROUGE",2.31702986373,48.8155296337,29,27,2
"18114 - LEPIC VERON","35 RUE VERON - 75018 PARIS",2.33461773564,48.8852579713,21,20,1
"09035 - PLACE DE BUDAPEST","38 RUE DE LONDRES - 75009 PARIS",2.32733929071,48.877753234,44,12,32
"18006 - MARCHE ST-PIERRE","PLACE SAINT PIERRE - 75018 PARIS",2.34413928595,48.8846916064,33,24,9
"14117 - MOUCHOTTE","5 RUE DU COMMANDANT RENE MOUCHOTTE - 75014 PARIS",2.32095412573,48.8393250251,39,37,2
"09010 - CADET","1/3 RUE DE ROCHECHOUART - 75009 PARIS",2.34439302185,48.8767198951,23,10,13
"16002 - PERGOLESE","FACE 25 RUE PERGOLESE - 75016 PARIS",2.28421943206,48.8751849611,38,13,25
"11027 - SAINT AMBROISE PARMENTIER","17 RUE SAINT AMBROISE - 75011 PARIS",2.37722985857,48.8621350385,38,32,6
"09113 - BLEUE","5 RUE BLEUE - 75009 PARIS",2.3473032303,48.875821855,30,3,27
"16123 - MAHATMA GANDHI","Avenue du Mahatma Gandhi face à la Fondation Louis Vuitton dans le Bois de Boulogne - 75016 PARIS",2.264205,48.876356,25,24,1
"08001 - PETIT PALAIS","AV. DUTUIT - 75008 PARIS",2.31577971341,48.8668438033,41,7,34
"03101 - PORTE SAINT MARTIN","62 RUE MESLAY - 75003 PARIS",2.35559159278,48.868636405,34,1,21
"15061 - DESNOUETTES","12 SQUARE DESNOUETTES - 75015 PARIS",2.28414229739,48.8347683793,22,15,6
"07003 - BON MARCHE","RUE VELPEAU - 75007 PARIS",2.32507003874,48.8512303803,59,37,22
"12030 - WATTIGNIES","245 RUE DE CHARENTON - 75012 PARIS",2.39179585556,48.8366757964,33,14,19
"08015 - ROQUEPINE","4 RUE ROQUEPINE - 75008 PARIS",2.32028123421,48.8734861693,44,24,14
"10002 - STRASBOURG","3 BD STRASBOURG - 75010 PARIS",2.35432769738,48.8696791245,17,0,16
"15114 - PASTEUR COTENTIN","FACE 1 RUE DU COTENTIN - 75015 PARIS",2.31616841206,48.83893691,33,33,0
"10153 - GARE DU NORD 3","7 BOULEVARD DE DENAIN - 75010 PARIS",2.35446313115,48.8795777185,20,20,0
"43004 - MONTREUIL (VINCENNES)","43 RUE DE MONTREUIL - 94300 VINCENNES",2.43451378622,48.8504183668,25,14,11
"02009 - BOURSE","1 RUE DES FILLES SAINT THOMAS - 75002 PARIS",2.33973140109,48.8688516894,59,54,5
"14101 - PLACE FERNAND MOURLOT","33 BD EDGAR QUINET - 75014 PARIS",2.32327771564,48.8415048015,33,28,5
"13030 - ITALIE TOLBIAC","88 AVENUE D'ITALIE - 75013 PARIS",2.35721535751,48.8258394607,40,32,7
"16023 - RUE DE PASSY","1 RUE DE PASSY - 75016 PARIS",2.28412901289,48.8583812529,33,28,5
"10035 - AUBERVILLIERS","1 BOULEVARD DE LA CHAPELLE - 75010 PARIS",2.36416332987,48.8843481513,24,21,3
"13016 - PRIMO LEVI","9 RUE PRIMO LEVI - 75013 PARIS",2.37965351593,48.8309484485,62,8,54
"19023 - MANIN SIMON BOLIVAR","FACE 1 RUE MANIN - 75019 PARIS",2.3794073626,48.8764996541,23,22,1
"11014 - NATION TRONE","FACE 21 PLACE DE LA NATION - 75011 PARIS",2.39721188194,48.8484828166,55,51,3
"02011 - BIBLIOTHEQUE NATIONALE","71 RUE DE RICHELIEU - 75002 PARIS",2.33808978228,48.8682998892,26,21,5
"00903 - QUAI MAURIAC  / PONT DE BERCY","FETE DE L'OH (BERCY) - QUAI MAURIAC ANG PONT DE BERCY - 75013 PARIS",2.37434055461,48.8371336895,19,5,14
"19041 - PYRÉNÉES","101 RUE DE BELLEVILLE - 75019 PARIS",2.386095374,48.8743491365,42,41,0
"11031 - PARMENTIER","1 RUE JACQUARD - 75011 PARIS",2.37307150739,48.8645557653,39,28,11
"05015 - MOUFFETARD EPEE DE BOIS","12 RUE DE L'EPEE DE BOIS - 75005 PARIS",2.34998304703,48.8415076374,63,27,36
"07015 - VARENNE","9 BOULEVARD DES INVALIDES - 75007 PARIS",2.31530968318,48.8572901185,47,24,22
"03006 - MAIRIE DU 3EME","10 RUE PERREE - 75003 PARIS",2.36157981521,48.8645308053,34,14,19
"01006 - GRANDE TRUANDERIE","2-4 rue DE LA GRANDE TRUANDERIE 75001 PARIS",2.34973214483,48.8626318042,33,2,31
"13004 - GLACIERE","88 BOULEVARD AUGUSTE BLANQUI (SUR TPC) - 75013 PARIS",2.34542945665,48.8306240751,68,9,59
"12022 - BIZOT","FACE 29 RUE DU SAHEL - 75012 PARIS",2.40438010296,48.8408998138,33,1,31
"19020 - MANIN HAUTPOUL","4-6 RUE GOUBET - 75019 PARIS",2.39020968745,48.8846620656,23,5,17
"34007 - ROSIERS (SAINT OUEN)","43-45 RUE BLANQUI / RUE DES ROSIERS - 93400 SAINT OUEN",2.3373896485,48.9053622514,25,16,9
"19102 - BELLEVILLE RAMPAL","4 RUE DE RAMPAL - 75019 PARIS",2.37985561063,48.8731526239,15,14,1
"41103 - BRIAND (ARCUEIL)","AVENUE ARISTIDE BRIAND (CARREFOUR VACHE NOIRE) - 94110 ARCUEIL",2.32696976462,48.8104231701,25,21,4
"16026 - RANELAGH","91 RUE DU RANELAGH - 75016 PARIS",2.2704086574,48.8554848837,23,21,2
"04021 - BEAUBOURG RAMBUTEAU","49 RUE RAMBUTEAU - 75004 PARIS",2.35258144286,48.8614190722,26,6,20
"15122 - PLACE CHARLES VALLIN","PLACE CHARLES VALLIN - 75015 PARIS",2.30262194094,48.8355247536,14,10,4
"04011 - PLACE DU BATAILLON FRANCAIS DE L'ONU","FACE 18 RUE DE L'HOTEL DE VILLE - 75004 PARIS",2.35709265436,48.8538141453,36,9,20
"22403 - BROSSOLETTE (MALAKOFF)","FACE 35 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF",2.31345860825,48.8218356479,24,13,11
"08038 - FRANCOIS 1 ER","22 RUE FRANCOIS 1ER - 75008 PARIS",2.30667557572,48.86688765,28,4,24
"08010 - LIEGE","22 RUE DE LIEGE - 75008 PARIS",2.32642735247,48.8795811656,17,15,1
"04019 - BEAUBOURG SAINT MERRY","4 RUE DU CLOITRE SAINT MERRI - 75004 PARIS",2.35189147062,48.8588289882,32,10,21
"19030 - MOSELLE JAURES","6 PASSAGE DE MELUN - 75019 PARIS",2.376515,48.883777,27,13,14
"15046 - GEORGES BRASSENS","42 RUE DES MORILLONS - 75015 PARIS",2.30232873769,48.8322073452,29,27,1
"31005 - PARIS 2  (MONTREUIL)","127/129 RUE DE PARIS - 93100 MONTREUIL",2.42643449061,48.8562845162,44,40,4
"15044 - J DUPRE","65 RUE DANTZIG - 75015 PARIS",2.29600807609,48.8302693903,33,33,0
"21001 - TRANSVAL (BOULOGNE-BILLANCOURT)","11 RUE DU TRANSVAL - 92100 BOULOGNE-BILLANCOURT",2.23757011021,48.8482998095,26,0,26
"43003 - PARIS 2 (VINCENNES)","104 AVENUE DE PARIS - 94300 VINCENNES",2.42740630276,48.8457199009,26,9,17
"05023 - PLACE JUSSIEU","13 RUE JUSSIEU - 75005 PARIS",2.3557455,48.8456168785,24,20,4
"20001 - PLACE DE LA NATION","1 COURS DE VINCENNES - 75020 PARIS",2.39976238598,48.8483646678,36,34,1
"07016 - TOUR MAUBOURG UNIVERSITE","13 RUE SURCOUF - 75007 PARIS",2.30945355091,48.8612730163,58,39,17
"09011 - FOLIES BERGERES","14 RUE GEOFFROY MARIE - 75009 PARIS",2.34451387634,48.8737819406,20,4,16
"11112 - CHARONNES VALLES","22 RUE JULES VALLES - 75011 PARIS",2.38488615344,48.8543041778,23,9,14
"05105 - GEOFFROY SAINT HILAIRE","8 RUE GEOFFROY SAINT HILAIRE - 75005 PARIS",2.35687734067,48.8390782642,17,0,17
"33010 - HUGO (AUBERVILLIERS)","161 AVENUE VICTOR HUGO - 93300 AUBERVILLIERS",2.3791437423,48.9111048097,32,19,13
"16014 - AVENUE D EYLAU","4 AVENUE D'EYLAU - 75016 PARIS",2.28639449693,48.8635464034,24,15,9
"18004 - ABBESSES","2 RUE DE LA VIEUVILLE - 75018 PARIS",2.33881229703,48.8844823927,13,8,5
"13039 - IVRY POINTE D'IVRY","42 - 44 AVENUE D'IVRY - 75013 PARIS",2.36546962811,48.8232196832,17,14,3
"18033 - MOSKOWA","111 RUE BELLIARD - 75018 PARIS",2.33802345039,48.8966923878,33,27,5
"11022 - LEON BLUM ROQUETTE","142 RUE DE LA ROQUETTE - 75011 PARIS",2.38179770265,48.858001906,16,0,15
"04104 - SEBASTOPOL RAMBUTEAU","FACE 40 BOULEVARD SEBASTOPOL - 75004 PARIS",2.3502209761,48.8618831022,16,0,16
"21109 - GUICHET (CLICHY)","12BIS RUE DU GUICHET - 92110 CLICHY",2.30250316058,48.905137004,18,4,14
"08040 - CHAMPS ELYSEES CHARRON","65 RUE PIERRE CHARRON - 75008 PARIS",2.30431544672,48.8700703391,32,28,4
"09028 - MONCEY BLANCHE","4 RUE MONCEY - 75009 PARIS",2.33107516002,48.8801539859,18,13,5
"14005 - DENFERT ROCHEREAU","2 AVENUE RENE COTY - 75014 PARIS",2.33267222748,48.8331407992,36,34,2
"07008 - SOLFERINO","10 RUE DE VILLERSEXEL - 75007 PARIS",2.32383843779,48.8583186469,16,12,3
"09015 - LAMARTINE","43 RUE LAMARTINE - 75009 PARIS",2.33979989932,48.8766221204,31,6,25
"21112 - DEBUSSY (CLICHY)","31/35 AVENUE CLAUDE DEBUSSY - 92110 CLICHY",2.31176817577,48.9104291257,28,4,24
"17027 - PEREIRE LEVALLOIS","121 BOULEVARD PEREIRE - 75017 PARIS",2.2982864668,48.8852633137,51,1,50
"01018 - RIVOLI TUILERIE","2 RUE D'ALGER - 75001 PARIS",2.32943142195,48.8647936661,21,9,12
"33013 - RECHAUSSIERE (AUBERVILLIERS)","52 RUE LEOPOLD RECHOSSIERE - 93300 AUBERVILLIERS",2.39105149688,48.9145061128,29,11,17
"42001 - JULES (IVRY)","1 RUE JULES VANZUPPE - 94200 IVRY",2.39498124009,48.8203221837,22,6,15
"21017 - REPUBLIQUE 1 (BOULOGNE-BILLANCOURT)","91 BOULEVARD DE LA REPUBLIPQUE - 92100 BOULOGNE-BILLANCOURT",2.24390053208,48.8334736793,56,33,22
"16135 - STADE WILMILLE","ROND POINT DU MARECHAL DELATRE DE TASSIGNY - 75016 PARIS",2.275283,48.872381,29,16,12
"09102 - PLACE D'ESTIENNE D'ORVES","2 RUE DE LONDRES - 75009 PARIS",2.33048422585,48.8767324989,24,8,16
"42705 - CONVENTION (LE KREMLIN BICETRE)","1 RUE DE LA CONVENTION - 94270 LE KREMLIN BICETRE",2.36104116644,48.8128002964,25,14,11
"07011 - ST DOMINIQUE","30 BIS RUE LAS CASES - 75007 PARIS",2.31862422113,48.859068395,22,21,1
"15072 - PLACE FERNAND FOREST","1 RUE LINOIS ANGLE QUAI DE GRENELLE - 75015 PARIS",2.281849,48.849271,32,5,26
"11011 - RICHARD LENOIR","FACE 86 BOULEVARD RICHARD LENOIR - 75011 PARIS",2.37265142827,48.8618048521,25,1,24
"18108 - EVANGILE","61 RUE DE L'EVANGILE - 75018 PARIS",2.36869413984,48.8950903298,21,15,6
"11023 - LEO FROT ROQUETTE","2 RUE SAINT MAUR - 75011 PARIS",2.38355399457,48.8586887741,46,41,5
"09006 - TRUDAINRE ROCHECHOUART","81 RUE DUNKERQUE - 75009 PARIS",2.34626199854,48.8821076344,16,12,3
"20012 - BUZENVAL VIGNOLES","90 RUE BUZENVAL - 75020 PARIS",2.40003874927,48.8539232761,15,13,2
"10005 - CONSERVATOIRE","59 RUE DES PETITES ECURIES - 75010 PARIS",2.3483887575,48.8739721724,17,12,5
"17017 - PONT CARDINET","167 RUE DE ROME - 75017 PARIS",2.31452160564,48.8871404519,32,22,8
"28001 - WALLACE (PUTEAUX)","FACE AU 4 BOULEVARD RICHARD WALLACE - 92800 PUTEAUX",2.24197549369,48.8787068535,30,11,19
"18045 - GANNERON","2 RUE PIERRE GINIER - 75018 PARIS",2.32629368932,48.8866271486,16,15,1
"11033 - BREGUET SABIN","FACE 23 BD RICHARD LENOIR - 75011 PARIS",2.37055463986,48.8568704678,33,0,31
"05006 - SAINT JACQUES SOUFFLOT","174 RUE SAINT JACQUES - 75005 PARIS",2.34312380337,48.8465169206,13,6,6
"12004 - TRAVERSIERE","76 RUE TRAVERSIERE - 75012 PARIS",2.37587011171,48.8507358241,33,1,32
"31013 - CENTENAIRE (MONTREUIL)","8 RUE DU CENTENAIRE - 93100 MONTREUIL",2.42739031072,48.8584596543,45,42,3
"20037 - SAINT FARGEAU","177 AVENUE GAMBETTA - 75020 PARIS",2.40395075221,48.8712659184,24,24,0
"06031 - SAINT MICHEL SARRAZIN","5 RUE PIERRE SARAZIN - 75006 PARIS",2.34219822807,48.8508336544,34,0,34
"10013 - SAINT LOUIS","2 RUE ALIBERT - 75010 PARIS",2.36628044397,48.8711399497,59,3,56
"09038 - SQUARE BERLIOZ","50 BIS RUE DOUAI - 75009 PARIS",2.33084994903,48.8832078412,27,27,0
"01023 - ANDRE MALRAUX MUSEE DU LOUVRE","165 RUE SAINT HONORE - 75001 PARIS",2.33484632755,48.86349702,22,16,4
"17045 - PLACE DES TERNES - 5","5 PLACE DES TERNES - 75017 PARIS",2.29783106471,48.8784103865,43,11,31
"21016 - POINT DU JOUR (BOULOGNE-BILLANCOURT)","118 RUE DU POINT DU JOUR - 92100 BOULOGNE BILLANCOURT",2.24591146701,48.8287531414,25,9,16
"16129 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 1","CHEMIN DE LA CEINTURE DU LAC INTERIEUR / AVENUE DE SAINT CLOUD - 75016 PARIS",2.26174638604,48.862081867,42,16,26
"15055 - VASCO DE GAMA","44 RUE VASCO DE GAMA - 75015 PARIS",2.28369238081,48.8367094965,53,10,43
"34005 - LESENNE (SAINT OUEN)","44 RUE ADRIEN LESENNE - 93400 SAINT OUEN",2.3482749363,48.9025532782,25,5,20
"10041 - CHARTRES (18 ARR.)","FACE 39 BOULEVARD DE LA CHAPELLE - 75010 PARIS",2.35610946588,48.884141194,14,13,1
"13007 - LE BRUN GOBELINS","42 RUE LE BRUN - 75013 PARIS",2.35346813513,48.8350927878,48,1,47
"11006 - LEDRU ROLLIN-BASFROI","169 AVENUE LEDRU ROLLIN - 75011 PARIS",2.37902058776,48.8564337069,37,3,34
"11024 - BOULEVARD VOLTAIRE","82 RUE SEDAINE - 75011 PARIS",2.37887132712,48.8588289084,51,32,19
"19121 - BELLEVILLE PRE SAINT GERVAIS","195 RUE DE BELLEVILLE - 75019 PARIS",2.39296078728,48.8755180686,21,21,0
"09021 - SAINT GEORGES","56 RUE SAINT GEORGES - 75009 PARIS",2.3374468042,48.8778722783,22,11,10
"04020 - BEAUBOURG PLACE MICHELET","FACE 27 RUE QUINCAMPOIX - 75004 PARIS",2.35014833592,48.8600883261,28,18,9
"11008 - FAIDHERBE CHALIGNY","223 RUE DU FAUBOURG SAINT ANTOINE - 75011 PARIS",2.38386933547,48.8503797539,40,8,29
"16027 - JASMIN","79 AV MOZART- 75016 PARIS",2.26848357065,48.8528612487,61,50,9
"09019 - VICTOR MASSE","38 RUE VICTOR MASSE - 75009 PARIS",2.3366810043,48.881149034,18,12,6
"43006 - MINIMES (VINCENNES)","30 AVENUE DES MINIMES - 94300 VINCENNES",2.43079345113,48.8414868563,28,22,6
"11043 - CIRQUE D HIVER","PLACE PASDELOUP - 75011 PARIS",2.36705349045,48.8626503001,21,0,21
"15036 - LAMBERT","102 RUE DE LA CROIX NIVERT - 75015 PARIS",2.2951414131,48.8430763869,47,8,39
"06107 - CHERCHE MIDI","29 RUE DU CHERCHE MIDI - 75006 PARIS",2.32755154921,48.8502410872,23,7,16
"06029 - VAUGIRARD PRINCE","FACE 1 RUE DE VAUGIRARD - 75006 PARIS",2.34104050871,48.8489229582,24,1,23
"12019 - GARE DE REUILLY","58 RUE DE LA GARE DE REUILLY - 75012 PARIS",2.3972499906,48.8425771005,28,24,3
"21113 - PETIT (CLICHY)","2 RUE PETIT - 92110 CLICHY",2.29662648341,48.8993483538,25,8,17
"11044 - RICHARD LENOIR VOLTAIRE NORD","FACE 104 BOULEVARD RICHARD LENOIR - 75011 PARIS",2.37120861796,48.8634319896,23,0,23
"03001 - CHEMIN VERT BEAUMARCHAIS","69 BOULEVARD BEAUMARCHAIS - 75003 PARIS",2.3678326593,48.8580440569,52,0,52
"04107 - BEAUMARCHAIS","27 BOULEVARD BEAUMARCHAIS - 75004 PARIS",2.36842906993,48.8555013577,18,0,18
"21013 - GRENIER (BOULOGNE-BILLANCOURT)","4 AVENUE PIERRE GRENIER - 92100 BOULOGNE-BILLANCOURT",2.24882139109,48.8258469347,21,8,13
"08034 - HAUSSMANN COURCELLES","49 RUE DE BERRI - 75008 PARIS",2.30831406419,48.87481039,34,17,15
"17039 - PLACE SAINT FERDINAND","26 RUE SAINT FERDINAND - 75017 PARIS",2.28851804786,48.8781552979,38,7,31
